Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id
2eecf0c36192e40c,win,Johnny Walker,Zhang Mingyang,1,0,50,20,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,2:37,754968e325d6f60d
58080e8989927500,win,Aljamain Sterling,Brian Ortega,0,0,124,55,3,0,0,0,Catch Weight,U-DEC,5,5:00,754968e325d6f60d
5538d15c4eeac3b3,win,Sergei Pavlovich,Waldo Cortes-Acosta,0,0,61,45,0,0,0,0,Heavyweight,U-DEC,3,5:00,754968e325d6f60d
ce6bd165bef82bd7,win,Sumudaerji,Kevin Borjas,0,0,73,16,0,0,0,0,Flyweight,U-DEC,3,5:00,754968e325d6f60d
1452c20d964c0a63,win,Taiyilake Nueraji,Kiefer Crosbie,0,0,27,2,1,0,0,0,Welterweight,KO/TKO Elbows,1,3:33,754968e325d6f60d
0b1460c666e66d39,win,Gauge Young,Maheshate,0,0,112,66,3,0,0,0,Lightweight,U-DEC,3,5:00,754968e325d6f60d
1ab1ed99a4bc5494,win,Charles Johnson,Lone'er Kavanagh,1,0,44,59,1,1,0,1,Flyweight,KO/TKO Punch,2,4:35,754968e325d6f60d
f55749e32ce5c6f3,win,Rongzhu,Austin Hubbard,0,0,101,75,0,2,0,0,Lightweight,U-DEC,3,5:00,754968e325d6f60d
130e622d4d2aee3e,win,Kyle Daukaus,Michel Pereira,1,0,5,2,0,0,0,0,Middleweight,KO/TKO Elbows,1,0:43,754968e325d6f60d
f0b7caa90faf47e5,win,Yizha,Westin Wilson,2,0,13,0,0,0,0,0,Featherweight,KO/TKO Punches,1,0:37,754968e325d6f60d
2f6065fe0804d1d8,win,SuYoung You,Xiao Long,0,0,58,68,0,0,0,0,Bantamweight,U-DEC,3,5:00,754968e325d6f60d
7fc5f1dc2df84ac7,win,Uran Satybaldiev,Diyar Nurgozhay,1,0,2,7,0,1,2,0,Light Heavyweight,SUB Ezekiel Choke,1,2:45,754968e325d6f60d
12cedec11b37ddc0,win,Khamzat Chimaev,Dricus Du Plessis,0,0,37,13,12,1,0,1,Middleweight,U-DEC,5,5:00,421ccfc6ddb17958
9fa6a029f7f8241c,win,Lerone Murphy,Aaron Pico,1,0,8,13,0,2,1,0,Featherweight,KO/TKO Spinning Back Elbow,1,3:21,421ccfc6ddb17958
42585ce706c086de,win,Carlos Prates,Geoff Neal,1,0,32,25,0,0,0,0,Welterweight,KO/TKO Spinning Back Elbow,1,4:59,421ccfc6ddb17958
9939d7073462e07e,win,Michael Page,Jared Cannonier,0,0,29,20,0,2,0,0,Middleweight,U-DEC,3,5:00,421ccfc6ddb17958
82338ba457fbe87f,win,Tim Elliott,Kai Asakura,0,0,27,21,2,0,2,0,Flyweight,SUB Guillotine Choke,2,4:39,421ccfc6ddb17958
5efd13a12be06706,win,Baisangur Susurkaev,Eric Nolan,0,0,36,22,2,0,1,0,Middleweight,SUB Rear Naked Choke,2,2:01,421ccfc6ddb17958
5b880d10b0ed7acc,win,Michal Oleksiejczuk,Gerald Meerschaert,1,0,23,3,0,0,0,0,Middleweight,KO/TKO Punches,1,3:03,421ccfc6ddb17958
a2eafd9e1d5031b1,win,Loopy Godinez,Jessica Andrade,0,0,107,90,1,0,0,0,Women's Strawweight,U-DEC,3,5:00,421ccfc6ddb17958
1d8dc0fb5d47357f,win,Alexander Hernandez,Chase Hooper,1,0,17,20,0,0,0,0,Lightweight,KO/TKO Punch,1,4:58,421ccfc6ddb17958
bc63f1b2e52f603e,win,Drakkar Klose,Edson Barboza,0,0,53,71,0,0,0,0,Lightweight,U-DEC,3,5:00,421ccfc6ddb17958
88020d22cf905792,win,Karine Silva,Dione Barbosa,0,0,26,31,1,3,2,1,Women's Flyweight,U-DEC,3,5:00,421ccfc6ddb17958
68c423c7119004f3,win,Joseph Morales,Alibi Idiris,0,0,29,28,2,0,2,0,Flyweight,SUB Triangle Choke,2,3:04,421ccfc6ddb17958
68fe62bac7fd8bb0,win,Anthony Hernandez,Roman Dolidze,0,0,91,36,9,0,1,0,Middleweight,SUB Rear Naked Choke,4,2:45,6cd3dfc54f01287f
37d58369782cb86b,win,Steve Erceg,Ode Osbourne,0,0,20,35,3,1,1,0,Bantamweight,U-DEC,3,5:00,6cd3dfc54f01287f
646c79a7ecd12e5f,win,Iasmin Lucindo,Angela Hill,0,0,72,64,3,0,0,1,Women's Strawweight,U-DEC,3,5:00,6cd3dfc54f01287f
98d6771af9b0ebe5,win,Andre Fili,Christian Rodriguez,0,0,64,83,3,1,0,0,Featherweight,S-DEC,3,5:00,6cd3dfc54f01287f
ed5383b50ffcdded,win,Jean Matsumoto,Miles Johns,0,0,95,83,0,5,2,0,Bantamweight,S-DEC,3,5:00,6cd3dfc54f01287f
75a84211f50c53f5,win,Christian Leroy Duncan,Eryk Anders,1,0,24,7,0,1,0,0,Middleweight,KO/TKO Punches,1,3:53,6cd3dfc54f01287f
3d6571790c21527c,win,Julius Walker,Rafael Cerqueira,1,0,44,19,6,0,0,0,Light Heavyweight,U-DEC,3,5:00,6cd3dfc54f01287f
ae7a8f19743e8154,win,Elijah Smith,Toshiomi Kazama,0,0,37,0,0,1,0,1,Bantamweight,KO/TKO Slam,1,4:10,6cd3dfc54f01287f
aef44145740741b3,win,Joselyne Edwards,Priscila Cachoeira,1,0,26,18,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,2:24,6cd3dfc54f01287f
7d923267c44dd93b,win,Uros Medic,Gilbert Urbina,1,1,5,5,0,0,0,0,Welterweight,KO/TKO Punch,1,1:03,6cd3dfc54f01287f
6ef50ed03b116b60,win,Gabriella Fernandes,Julija Stoliarenko,0,0,59,61,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,6cd3dfc54f01287f
857e8facd8ff7c36,win,Eric McConico,Cody Brundage,0,0,26,31,0,3,0,0,Light Heavyweight,S-DEC,3,5:00,6cd3dfc54f01287f
282c8c6c1ed82bfb,win,Tatsuro Taira,HyunSung Park,1,0,7,3,4,0,1,0,Flyweight,SUB Neck Crank,2,1:06,f2c934689243fe4e
426a69e343822ab3,win,Chris Duncan,Mateusz Rebecki,0,0,92,114,0,2,0,0,Lightweight,U-DEC,3,5:00,f2c934689243fe4e
878941394f9e3538,win,Esteban Ribovics,Elves Brener,0,0,122,118,0,0,0,0,Lightweight,U-DEC,3,5:00,f2c934689243fe4e
c62ed8a6002b5360,win,Karol Rosa,Nora Cornolle,0,0,33,27,2,0,2,0,Women's Bantamweight,U-DEC,3,5:00,f2c934689243fe4e
ac57250e3de89d5d,win,Neil Magny,Elizeu Zaleski dos Santos,0,0,42,20,2,1,0,0,Welterweight,KO/TKO Punches,2,4:39,f2c934689243fe4e
111e66eb922449e4,win,Kevin Vallejos,Danny Silva,0,0,90,69,2,1,0,0,Featherweight,U-DEC,3,5:00,f2c934689243fe4e
eeeffa7f514e0c0e,win,Rinya Nakamura,Nathan Fletcher,1,0,12,3,0,0,0,0,Bantamweight,KO/TKO Kick,1,1:02,f2c934689243fe4e
45781930d64da456,win,Rodolfo Vieira,Tresean Gore,0,0,89,41,1,0,0,0,Middleweight,U-DEC,3,5:00,f2c934689243fe4e
b3c695728e177fd4,win,Andrey Pulyaev,Nick Klein,1,0,23,10,0,4,0,1,Middleweight,KO/TKO Kick,2,1:31,f2c934689243fe4e
07c2af68b6dbc4ec,win,Austin Bashi,John Yannis,0,0,2,0,1,0,1,0,Featherweight,SUB Rear Naked Choke,1,3:39,f2c934689243fe4e
b47db03affb279c3,win,Rafael Estevam,Felipe Bunes,0,0,33,26,5,0,0,2,Flyweight,U-DEC,3,5:00,f2c934689243fe4e
d98d6b2c13557a87,win,Piera Rodriguez,Ketlen Souza,0,0,64,56,7,0,0,0,Women's Strawweight,S-DEC,3,5:00,f2c934689243fe4e
6b8be0ee3e569ad2,win,Reinier de Ridder,Robert Whittaker,0,1,67,66,2,0,0,0,Middleweight,S-DEC,5,5:00,28d8638ea0a71908
d4d4ee045b0ca695,win,Petr Yan,Marcus McGhee,0,0,81,64,1,0,0,0,Bantamweight,U-DEC,3,5:00,28d8638ea0a71908
582d66ce97309e29,win,Shara Magomedov,Marc-Andre Barriault,0,0,93,39,0,2,0,0,Middleweight,U-DEC,3,5:00,28d8638ea0a71908
887c61da1a78a5e1,win,Asu Almabayev,Jose Ochoa,0,0,22,26,7,1,2,2,Flyweight,U-DEC,3,5:00,28d8638ea0a71908
77f960d82cda0b76,win,Bogdan Guskov,Nikita Krylov,1,0,23,16,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:18,28d8638ea0a71908
e72c691b7c68b03a,win,Bryce Mitchell,Said Nurmagomedov,0,1,13,20,3,0,0,1,Bantamweight,U-DEC,3,5:00,28d8638ea0a71908
7c075e3383198e14,win,Muslim Salikhov,Carlos Leal,1,0,3,5,0,0,0,0,Welterweight,KO/TKO Punch,1,0:42,28d8638ea0a71908
017a825c7820d12e,win,Davey Grant,Da'Mon Blackshear,0,0,66,33,0,1,0,1,Bantamweight,U-DEC,3,5:00,28d8638ea0a71908
3e6067763978d862,win,Tabatha Ricci,Amanda Ribas,0,0,34,30,1,1,0,0,Women's Strawweight,KO/TKO Elbow,2,2:59,28d8638ea0a71908
f9dac7702609669f,win,Billy Elekana,Ibo Aslan,0,0,35,28,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,28d8638ea0a71908
23ddf51ce630028d,win,Steven Nguyen,Mohammad Yahya,6,0,92,57,0,0,0,0,Featherweight,KO/TKO,2,5:00,28d8638ea0a71908
0a598768f5c8d540,win,Martin Buday,Marcus Buchecha,0,0,41,24,0,1,0,0,Heavyweight,U-DEC,3,5:00,28d8638ea0a71908
d7507e2741fd4d05,win,Max Holloway,Dustin Poirier,1,1,198,109,0,0,0,1,Lightweight,U-DEC,5,5:00,b8e2f10efb6eca85
23c963be9de38205,win,Paulo Costa,Roman Kopylov,1,0,99,48,0,0,0,0,Middleweight,U-DEC,3,5:00,b8e2f10efb6eca85
5dde61734080ac4a,win,Daniel Rodriguez,Kevin Holland,2,1,77,82,0,1,0,0,Welterweight,U-DEC,3,5:00,b8e2f10efb6eca85
acc961fd5cf5c62e,win,Patricio Freire,Dan Ige,0,0,55,47,5,0,0,0,Featherweight,U-DEC,3,5:00,b8e2f10efb6eca85
a95b03e9b5a91e47,win,Michael Johnson,Daniel Zellhuber,1,0,80,52,0,0,0,0,Lightweight,U-DEC,3,5:00,b8e2f10efb6eca85
d2cb92fdf6a497e9,win,Vinicius Oliveira,Kyler Phillips,1,0,96,49,1,0,0,0,Bantamweight,U-DEC,3,5:00,b8e2f10efb6eca85
8e1feda9141602f1,win,Brendan Allen,Marvin Vettori,0,0,111,109,3,0,0,0,Middleweight,U-DEC,3,5:00,b8e2f10efb6eca85
df2ed8b509fbdbdc,win,Nikolay Veretennikov,Francisco Prado,0,0,56,47,2,3,0,1,Welterweight,S-DEC,3,5:00,b8e2f10efb6eca85
72e477b41f44e358,win,Ateba Gautier,Robert Valentin,1,0,19,2,0,0,0,0,Middleweight,KO/TKO Punch,1,1:10,b8e2f10efb6eca85
37bc72d5d211b189,win,Islam Dulatov,Adam Fugitt,1,0,21,14,0,0,0,0,Welterweight,KO/TKO Punch,1,4:06,b8e2f10efb6eca85
798652dbea086910,win,Jimmy Crute,Marcin Prachnio,0,0,5,21,3,0,2,0,Light Heavyweight,SUB Armbar,1,4:42,b8e2f10efb6eca85
182ee320edb1b5ed,win,Ryan Spann,Lukasz Brzeski,0,0,8,5,1,0,2,0,Heavyweight,SUB Guillotine Choke,1,2:47,b8e2f10efb6eca85
74099d470e8d2765,win,Brunno Ferreira,Jackson McVey,0,0,7,4,1,0,1,0,Middleweight,SUB Armbar,1,3:35,b8e2f10efb6eca85
a602c68147b752b2,win,Carli Judice,Nicolle Caliari,1,0,109,32,0,1,0,0,Women's Flyweight,KO/TKO Knee,3,1:30,b8e2f10efb6eca85
0adfc21045c02555,win,Derrick Lewis,Tallison Teixeira,1,0,9,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:35,7b03d9df5910917d
2a03bc4c491b4c9a,win,Gabriel Bonfim,Stephen Thompson,0,0,40,42,5,0,0,0,Welterweight,S-DEC,3,5:00,7b03d9df5910917d
f368475c366c6d85,win,Steve Garcia,Calvin Kattar,1,0,85,26,0,0,0,0,Featherweight,U-DEC,3,5:00,7b03d9df5910917d
4e5d4a36eaaa3a78,win,Morgan Charriere,Nate Landwehr,1,0,67,63,2,0,0,0,Featherweight,KO/TKO Punch,3,0:27,7b03d9df5910917d
4b75d3b7738cb278,win,Vitor Petrino,Austen Lane,0,0,3,3,1,0,2,0,Heavyweight,SUB Rear Naked Choke,1,4:16,7b03d9df5910917d
b19bf99c7eb796bc,win,Tuco Tokkos,Junior Tafa,0,0,11,24,5,0,1,0,Light Heavyweight,SUB Arm Triangle,2,4:25,7b03d9df5910917d
236f811290163dca,win,Chris Curtis,Max Griffin,0,0,64,59,0,0,0,0,Welterweight,S-DEC,3,5:00,7b03d9df5910917d
d5e3be7a07c48b08,win,Jake Matthews,Chidi Njokuani,0,0,3,5,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,1:09,7b03d9df5910917d
46bc1338a50cbeac,win,Eduarda Moura,Lauren Murphy,0,0,64,38,2,2,0,2,Women's Flyweight,U-DEC,3,5:00,7b03d9df5910917d
5c650ae2193ab1bc,win,Valter Walker,Kennedy Nzechukwu,0,0,4,0,1,0,1,0,Heavyweight,SUB Heel Hook,1,0:54,7b03d9df5910917d
7f33fbdc35afd721,win,Mike Davis,Mitch Ramirez,1,0,47,51,1,0,2,0,Lightweight,KO/TKO Punches,2,4:08,7b03d9df5910917d
120d66cb0da0f3c3,win,Fatima Kline,Melissa Martinez,1,0,92,44,0,0,0,0,Women's Strawweight,KO/TKO Kick,3,2:36,7b03d9df5910917d
7a64d63e12618ba7,win,Ilia Topuria,Charles Oliveira,1,0,21,9,0,0,0,0,Lightweight,KO/TKO Punch,1,2:27,66766984842c13dc
8308464729ea7c40,win,Alexandre Pantoja,Kai Kara-France,0,0,42,38,3,0,2,0,Flyweight,SUB Rear Naked Choke,3,1:55,66766984842c13dc
f722b96ae6862843,win,Joshua Van,Brandon Royval,1,0,204,215,0,0,0,0,Flyweight,U-DEC,3,5:00,66766984842c13dc
1ea9ad3b6e1cba79,win,Beneil Dariush,Renato Moicano,0,1,56,31,5,0,0,0,Lightweight,U-DEC,3,5:00,66766984842c13dc
f6a3c78f15ff26c7,win,Payton Talbott,Felipe Lima,0,0,59,26,0,3,0,0,Bantamweight,U-DEC,3,5:00,66766984842c13dc
958522de54ccc536,win,Gregory Rodrigues,Jack Hermansson,1,0,18,30,0,0,0,0,Middleweight,KO/TKO Punch,1,4:21,66766984842c13dc
2f523b757f7f33a2,win,Jose Delgado,Hyder Amil,1,0,9,3,0,0,0,0,Featherweight,KO/TKO Knee,1,0:26,66766984842c13dc
815ff62ca8e217be,win,Tracy Cortez,Viviane Araujo,0,0,65,22,3,0,1,0,Women's Flyweight,U-DEC,3,5:00,66766984842c13dc
d7be78c400e7e0f9,win,Terrance McKinney,Viacheslav Borshchev,0,0,1,2,1,0,2,0,Lightweight,SUB Guillotine Choke,1,0:55,66766984842c13dc
9bff9fe298e63357,win,Jacobe Smith,Niko Price,0,0,46,34,2,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:03,66766984842c13dc
043172689e415438,win,Jhonata Diniz,Alvin Hines,0,0,112,82,0,1,0,0,Heavyweight,U-DEC,3,5:00,66766984842c13dc
03bc32bdb5a33496,win,Khalil Rountree Jr.,Jamahal Hill,1,0,102,69,0,0,0,0,Light Heavyweight,U-DEC,5,5:00,400c7b43c86d27d3
a1afc16e21d1a807,win,Rafael Fiziev,Ignacio Bahamondes,0,0,62,50,4,0,0,0,Lightweight,U-DEC,3,5:00,400c7b43c86d27d3
8e5744c664fec3e9,win,Curtis Blaydes,Rizvan Kuniev,0,0,56,45,2,0,0,0,Heavyweight,S-DEC,3,5:00,400c7b43c86d27d3
36ec204f47e4d613,win,Myktybek Orolbai,Tofiq Musayev,0,0,2,2,3,0,1,0,Catch Weight,SUB Kimura,1,4:35,400c7b43c86d27d3
7513a00037094075,win,Nazim Sadykhov,Nikolas Motta,1,1,93,66,0,0,0,0,Lightweight,KO/TKO Punches,2,4:17,400c7b43c86d27d3
19764211af05674c,win,Muhammad Naimov,Bogdan Grad,0,0,18,31,1,3,1,0,Featherweight,U-DEC,3,5:00,400c7b43c86d27d3
e512b80bbaea36c2,win,Seokhyeon Ko,Oban Elliott,0,0,33,10,6,0,1,0,Welterweight,U-DEC,3,5:00,400c7b43c86d27d3
5fcf18bcd2a020f1,win,JunYong Park,Ismail Naurdiev,0,0,45,76,2,1,1,0,Middleweight,U-DEC,3,5:00,400c7b43c86d27d3
fff3218758c513b8,win,Daria Zhelezniakova,Melissa Mullins,0,0,99,64,0,3,0,0,Women's Bantamweight,U-DEC,3,5:00,400c7b43c86d27d3
2bfc0212f2cae65b,win,Klaudia Sygula,Irina Alekseeva,0,0,101,63,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,400c7b43c86d27d3
8c140756bf43dcc2,win,Tagir Ulanbekov,Azat Maksum,0,0,68,62,0,3,1,0,Flyweight,U-DEC,3,5:00,400c7b43c86d27d3
a12d3a6c8aaf87ca,win,Mohammed Usman,Hamdy Abdelwahab,0,0,86,55,0,0,0,0,Heavyweight,U-DEC,3,5:00,400c7b43c86d27d3
d75b3d3c2b209b75,win,Kamaru Usman,Joaquin Buckley,0,0,41,44,4,0,0,0,Welterweight,U-DEC,5,5:00,de277a4abcfeea46
79dfbbdd14fbbd11,win,Rose Namajunas,Miranda Maverick,1,0,25,25,2,0,0,1,Women's Flyweight,U-DEC,3,5:00,de277a4abcfeea46
e5bd7e6e2a50a843,win,Edmen Shahbazyan,Andre Petroski,1,0,53,34,0,2,0,0,Middleweight,U-DEC,3,5:00,de277a4abcfeea46
1714950933f88ab9,win,Raoni Barcelos,Cody Garbrandt,0,0,37,28,1,0,0,0,Bantamweight,U-DEC,3,5:00,de277a4abcfeea46
08c04f18b0f58d71,drawdraw,Mansur Abdul-Malik,Cody Brundage,0,0,25,30,0,0,0,0,Middleweight,Overturned,3,0:36,de277a4abcfeea46
ec2034b134ae71cd,win,Alonzo Menifield,Oumar Sy,0,0,29,34,0,1,0,0,Light Heavyweight,U-DEC,3,5:00,de277a4abcfeea46
13e2ff8b3a122094,ncnc,Paul Craig,Rodolfo Bellato,0,0,17,10,0,1,0,0,Light Heavyweight,CNC,1,4:59,de277a4abcfeea46
e861e9cc0118c670,win,Michael Chiesa,Court McGee,0,0,72,39,0,0,0,0,Welterweight,U-DEC,3,5:00,de277a4abcfeea46
f6454f2e508626ec,win,Malcolm Wellmaker,Kris Moutinho,1,0,25,6,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:37,de277a4abcfeea46
b39b8ff0d7de211a,win,Jose Ochoa,Cody Durden,1,0,30,9,0,2,0,0,Flyweight,KO/TKO Punch,2,0:11,de277a4abcfeea46
59c4fdb3c0673066,win,Ricky Simon,Cameron Smotherman,0,0,34,29,3,0,0,0,Bantamweight,U-DEC,3,5:00,de277a4abcfeea46
2ae7404681deb3b3,win,Phil Rowe,Ange Loosa,1,1,85,65,0,3,0,0,Welterweight,KO/TKO Punches,3,4:03,de277a4abcfeea46
ab325ea526824723,win,Jamey-Lyn Horth,Vanessa Demopoulos,0,0,101,36,2,0,0,0,Women's Flyweight,U-DEC,3,5:00,de277a4abcfeea46
e61d83e4e1f9c4d7,win,Merab Dvalishvili,Sean O'Malley,0,0,52,31,5,0,1,0,Bantamweight,SUB Guillotine Choke,3,4:42,18c49685296c60e6
81b84b34f0357fa5,win,Kayla Harrison,Julianna Pena,0,0,30,9,2,0,1,0,Women's Bantamweight,SUB Kimura,2,4:55,18c49685296c60e6
e28e829800466aca,win,Joe Pyfer,Kelvin Gastelum,2,0,57,33,1,0,0,0,Middleweight,U-DEC,3,5:00,18c49685296c60e6
df5dac45fc585fb0,win,Mario Bautista,Patchy Mix,0,0,173,122,0,0,0,0,Bantamweight,U-DEC,3,5:00,18c49685296c60e6
2129acab2280bd29,win,Kevin Holland,Vicente Luque,0,0,40,24,1,0,1,0,Welterweight,SUB Anaconda Choke,2,1:03,18c49685296c60e6
b6a87389bdc36a00,win,Joshua Van,Bruno Silva,3,0,125,76,0,1,0,0,Flyweight,KO/TKO Punches,3,4:01,18c49685296c60e6
01100a90b584215d,win,Azamat Murzakanov,Brendson Ribeiro,1,0,27,8,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,3:25,18c49685296c60e6
ac977a0389682124,win,Waldo Cortes-Acosta,Serghei Spivac,0,0,110,48,0,2,0,0,Heavyweight,U-DEC,3,5:00,18c49685296c60e6
f0488a4486a64af0,win,Andreas Gustafsson,Khaos Williams,0,0,98,39,8,0,0,0,Welterweight,U-DEC,3,5:00,18c49685296c60e6
d078e9046aa86307,win,Wang Cong,Ariane da Silva,1,0,143,63,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,18c49685296c60e6
9f4a0de31375ba04,win,JooSang Yoo,Jeka Saragih,1,0,6,2,0,0,0,0,Featherweight,KO/TKO Punch,1,0:28,18c49685296c60e6
2e4064e0e6d4d92e,win,Quillan Salkilld,Yanal Ashmouz,0,0,79,41,8,0,0,0,Lightweight,U-DEC,3,5:00,18c49685296c60e6
0e8599eca8ccfa32,win,MarQuel Mederos,Mark Choinski,1,0,110,58,0,2,0,0,Lightweight,U-DEC,3,5:00,18c49685296c60e6
212527d462690304,win,Mateusz Gamrot,Ludovit Klein,0,0,65,24,6,0,0,0,Lightweight,U-DEC,3,5:00,2a898bf9fb7710b3
305d8c85b35a7d4e,win,Ramiz Brahimaj,Billy Ray Goff,0,0,1,1,2,0,1,0,Welterweight,SUB Guillotine Choke,1,3:16,2a898bf9fb7710b3
7aaa810540132a4b,win,Dustin Jacoby,Bruno Lopes,1,0,17,3,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:50,2a898bf9fb7710b3
106918bfbe24335d,win,Ketlen Vieira,Macy Chiasson,0,0,28,22,0,0,0,0,Women's Featherweight,U-DEC,3,5:00,2a898bf9fb7710b3
ad68450307a21ab1,win,Zachary Reese,Dusko Todorovic,0,0,50,35,2,4,0,1,Middleweight,U-DEC,3,5:00,2a898bf9fb7710b3
baa2ee0bf7f97079,win,Allan Nascimento,Jafel Filho,0,0,12,14,1,4,1,1,Flyweight,U-DEC,3,5:00,2a898bf9fb7710b3
2521fed000747f47,win,Jordan Leavitt,Kurt Holobaugh,0,0,1,0,3,0,1,0,Lightweight,SUB Anaconda Choke,1,1:39,2a898bf9fb7710b3
ae89ba793121fe0c,win,Bolaji Oki,Michael Aswell,0,0,136,118,0,0,0,0,Lightweight,U-DEC,3,5:00,2a898bf9fb7710b3
73240bea13ed5e71,win,Alice Ardelean,Rayanne dos Santos,0,0,154,78,1,1,0,0,Women's Strawweight,U-DEC,3,5:00,2a898bf9fb7710b3
a81ad236a2f221f2,win,Michael Morales,Gilbert Burns,2,0,33,5,0,1,0,0,Welterweight,KO/TKO Punches,1,3:39,8ad022dd81224f61
dcb27eef6441268c,win,Mairon Santos,Sodiq Yusuff,0,0,40,36,0,1,0,0,Lightweight,U-DEC,3,5:00,8ad022dd81224f61
b3044bf646306e7f,win,Nursulton Ruziboev,Dustin Stoltzfus,0,0,35,21,1,2,0,2,Middleweight,U-DEC,3,5:00,8ad022dd81224f61
fe2acfdaaaec3dba,win,Melquizael Costa,Julian Erosa,0,0,102,69,2,3,1,0,Featherweight,U-DEC,3,5:00,8ad022dd81224f61
a9a6cca4bbf7a5db,win,Gabe Green,Matheus Camilo,0,0,12,13,0,2,1,1,Lightweight,SUB Rear Naked Choke,2,3:43,8ad022dd81224f61
8ba31cf0b3164b72,win,Jared Gordon,Thiago Moises,1,0,7,5,1,0,0,0,Lightweight,KO/TKO Punch,1,3:37,8ad022dd81224f61
d6e2bc6e6c0cc4fe,win,Yadier del Valle,Connor Matthews,0,0,9,3,1,0,1,0,Featherweight,SUB Rear Naked Choke,1,2:54,8ad022dd81224f61
f75fe8b384b0db11,win,Luana Santos,Tainara Lisboa,0,0,15,6,2,0,1,0,Women's Bantamweight,SUB Keylock,2,4:59,8ad022dd81224f61
66887532be2de5ee,win,Denise Gomes,Elise Reed,1,0,28,11,3,0,0,0,Women's Strawweight,KO/TKO Punches,2,0:30,8ad022dd81224f61
18a7dc86279066f8,win,HyunSung Park,Carlos Hernandez,0,0,14,4,1,0,1,0,Flyweight,SUB Rear Naked Choke,1,2:26,8ad022dd81224f61
afdd95ae7b7cdb0c,win,Tecia Pennington,Luana Pinheiro,0,0,63,40,0,5,0,0,Women's Strawweight,U-DEC,3,5:00,8ad022dd81224f61
b873c116e39c9920,win,Jack Della Maddalena,Belal Muhammad,0,0,178,132,0,3,0,0,Welterweight,U-DEC,5,5:00,118463dd8db16e7f
9e9d1764a015f313,win,Valentina Shevchenko,Manon Fiorot,1,0,72,71,2,1,0,0,Women's Flyweight,U-DEC,5,5:00,118463dd8db16e7f
891b2faf1bff38ee,win,Aiemann Zahabi,Jose Aldo,0,1,99,68,0,0,0,0,Featherweight,U-DEC,3,5:00,118463dd8db16e7f
0f53eb509d0ffeb9,win,Natalia Silva,Alexa Grasso,0,0,65,45,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,118463dd8db16e7f
c7190cd03e53fb61,win,Benoit Saint Denis,Kyle Prepolec,0,0,54,12,3,0,2,0,Lightweight,SUB Arm Triangle,2,2:35,118463dd8db16e7f
2521234a4bf7c615,win,Mike Malott,Charles Radtke,1,0,36,10,0,0,0,0,Welterweight,KO/TKO Punch,2,0:26,118463dd8db16e7f
4db2d86ebe8c8abd,win,Jasmine Jasudavicius,Jessica Andrade,0,0,11,4,1,0,1,0,Women's Flyweight,SUB Rear Naked Choke,1,2:40,118463dd8db16e7f
c812457a810dde39,win,Modestas Bukauskas,Ion Cutelaba,0,0,44,58,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,118463dd8db16e7f
99aa1f28e22bb6dd,win,Navajo Stirling,Ivan Erslan,1,0,110,36,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,118463dd8db16e7f
6ecfa439ef900bcc,win,Marc-Andre Barriault,Bruno Silva,1,0,14,6,0,0,0,0,Middleweight,KO/TKO Elbows,1,1:27,118463dd8db16e7f
0e0a4282cd6c86d7,win,Daniel Santos,JeongYeong Lee,0,0,90,68,6,0,0,0,Featherweight,U-DEC,3,5:00,118463dd8db16e7f
c20bd12ae7f04eff,win,Bekzat Almakhan,Brad Katona,1,0,8,1,0,0,0,0,Bantamweight,KO/TKO Punch,1,1:04,118463dd8db16e7f
9b3bade95e1dd484,win,Cory Sandhagen,Deiveson Figueiredo,0,0,54,6,2,2,0,0,Bantamweight,KO/TKO,2,4:08,de20ffb3fc2e7629
380242601a2c5991,win,Reinier de Ridder,Bo Nickal,1,0,22,8,0,1,0,0,Middleweight,KO/TKO Knee,2,1:53,de20ffb3fc2e7629
191ee545160a4e09,win,Daniel Rodriguez,Santiago Ponzinibbio,1,0,66,49,0,1,0,0,Welterweight,KO/TKO Punch,3,1:12,de20ffb3fc2e7629
5ce29056e0cd2df9,win,Montel Jackson,Daniel Marcos,0,0,30,17,2,3,1,0,Bantamweight,U-DEC,3,5:00,de20ffb3fc2e7629
6ccd10adc968e1f0,win,Serhiy Sidey,Cameron Smotherman,0,0,55,58,5,0,1,0,Bantamweight,U-DEC,3,5:00,de20ffb3fc2e7629
